0 , ML , HNode: 212, LNode: 2071, solved: 596ms, makespan: 103, sum_of_costs: 8571, sum_of_loss: 6645
0 , distance , HNode: 313, LNode: 3032, solved: 795ms, makespan: 73, sum_of_costs: 7011, sum_of_loss: 6111
0 , conflict , HNode: 188, LNode: 1634, solved: 482ms, makespan: 89, sum_of_costs: 7859, sum_of_loss: 6314
0 , neighbour , HNode: 518, LNode: 5518, solved: 1372ms, makespan: 133, sum_of_costs: 9167, sum_of_loss: 7275
1 , ML , HNode: 95, LNode: 522, solved: 304ms, makespan: 86, sum_of_costs: 7525, sum_of_loss: 5977
1 , distance , HNode: 57, LNode: 270, solved: 152ms, makespan: 56, sum_of_costs: 6798, sum_of_loss: 5902
1 , conflict , HNode: 66, LNode: 299, solved: 193ms, makespan: 64, sum_of_costs: 7140, sum_of_loss: 5914
1 , neighbour , HNode: 116, LNode: 556, solved: 304ms, makespan: 102, sum_of_costs: 8166, sum_of_loss: 6390
2 , ML , HNode: 66, LNode: 317, solved: 240ms, makespan: 63, sum_of_costs: 6639, sum_of_loss: 5604
2 , distance , HNode: 61, LNode: 280, solved: 166ms, makespan: 60, sum_of_costs: 6646, sum_of_loss: 5759
2 , conflict , HNode: 77, LNode: 399, solved: 210ms, makespan: 73, sum_of_costs: 6971, sum_of_loss: 5832
2 , neighbour , HNode: 82, LNode: 417, solved: 214ms, makespan: 73, sum_of_costs: 7023, sum_of_loss: 5997
3 , ML , HNode: 763, LNode: 7729, solved: 2039ms, makespan: 81, sum_of_costs: 7112, sum_of_loss: 5985
3 , distance , HNode: 60, LNode: 289, solved: 163ms, makespan: 57, sum_of_costs: 6500, sum_of_loss: 5760
3 , conflict , HNode: 92, LNode: 445, solved: 256ms, makespan: 88, sum_of_costs: 7672, sum_of_loss: 6027
3 , neighbour , HNode: 129, LNode: 579, solved: 348ms, makespan: 123, sum_of_costs: 7841, sum_of_loss: 6373
4 , ML , HNode: 110, LNode: 490, solved: 351ms, makespan: 107, sum_of_costs: 8406, sum_of_loss: 6855
4 , distance , HNode: 59, LNode: 271, solved: 169ms, makespan: 58, sum_of_costs: 7056, sum_of_loss: 6164
4 , conflict , HNode: 73, LNode: 352, solved: 197ms, makespan: 70, sum_of_costs: 7659, sum_of_loss: 6297
4 , neighbour , HNode: 158, LNode: 721, solved: 403ms, makespan: 141, sum_of_costs: 9583, sum_of_loss: 7107
5 , ML , HNode: 62, LNode: 283, solved: 227ms, makespan: 61, sum_of_costs: 6920, sum_of_loss: 5726
5 , distance , HNode: 50, LNode: 233, solved: 141ms, makespan: 49, sum_of_costs: 6501, sum_of_loss: 5712
5 , conflict , HNode: 62, LNode: 286, solved: 189ms, makespan: 61, sum_of_costs: 6959, sum_of_loss: 5815
5 , neighbour , HNode: 79, LNode: 377, solved: 223ms, makespan: 76, sum_of_costs: 7267, sum_of_loss: 5992
6 , ML , HNode: 324, LNode: 3602, solved: 907ms, makespan: 71, sum_of_costs: 7971, sum_of_loss: 6364
