Agent,Seed,Heuristic,Solved,HNode,LNode,Time,Makespan,SOC,SOL
100,519,neighbour,1, 65, 303, 32, 63, 2754, 2468
100,520,ML,1, 66, 301, 33, 65, 3304, 2809
100,520,distance,1, 56, 254, 32, 55, 3099, 2762
100,520,conflict,1, 60, 280, 32, 59, 3189, 2681
100,520,neighbour,1, 112, 513, 35, 108, 3960, 3325
100,521,ML,1, 55, 246, 32, 54, 2594, 2270
100,521,distance,1, 55, 254, 32, 54, 2589, 2214
100,521,conflict,1, 92, 444, 30, 86, 3025, 2564
100,521,neighbour,1, 132, 690, 36, 115, 3486, 2811
100,522,ML,1, 77, 527, 34, 55, 2693, 2454
100,522,distance,1, 65, 366, 33, 54, 2790, 2523
100,522,conflict,1, 55, 244, 32, 53, 2779, 2498
100,522,neighbour,1, 68, 347, 33, 62, 2850, 2568
100,523,ML,1, 61, 266, 32, 60, 2922, 2534
100,523,distance,1, 61, 281, 32, 60, 2797, 2563
100,523,conflict,1, 79, 373, 34, 77, 2926, 2550
100,523,neighbour,1, 97, 441, 33, 94, 3347, 2791
100,524,ML,1, 50, 226, 33, 49, 3197, 2699
100,524,distance,1, 51, 226, 33, 50, 3172, 2724
100,524,conflict,1, 55, 238, 32, 54, 3296, 2783
100,524,neighbour,1, 77, 338, 33, 74, 3541, 2953
100,525,ML,1, 62, 273, 54, 61, 3074, 2792
100,525,distance,1, 53, 243, 32, 52, 3056, 2683
100,525,conflict,1, 94, 433, 34, 92, 3260, 2766
100,525,neighbour,1, 107, 462, 59, 97, 3665, 3084
100,526,ML,1, 51, 234, 51, 50, 2717, 2418
100,526,distance,1, 52, 242, 33, 51, 2921, 2515
100,526,conflict,1, 65, 311, 32, 62, 2945, 2548
100,526,neighbour,1, 90, 397, 33, 84, 3042, 2624
100,527,ML,1, 45, 204, 32, 44, 2873, 2599
100,527,distance,1, 45, 200, 32, 44, 2974, 2700
100,527,conflict,1, 51, 233, 33, 50, 2980, 2622
100,527,neighbour,1, 79, 353, 33, 77, 3257, 2776
100,528,ML,1, 55, 261, 32, 54, 3189, 2729
100,528,distance,1, 56, 250, 32, 55, 3228, 2760
100,528,conflict,1, 79, 378, 34, 77, 3374, 2760
100,528,neighbour,1, 123, 592, 34, 118, 4228, 3185
100,529,ML,1, 50, 233, 52, 49, 2937, 2609
100,529,distance,1, 54, 260, 32, 52, 2902, 2622
100,529,conflict,1, 54, 249, 33, 53, 2934, 2581
100,529,neighbour,1, 64, 301, 33, 62, 3013, 2616
100,530,ML,1, 49, 223, 32, 48, 2780, 2514
100,530,distance,1, 43, 189, 32, 42, 2663, 2443
100,530,conflict,1, 47, 215, 32, 46, 2765, 2502
100,530,neighbour,1, 53, 252, 32, 52, 2737, 2522
100,531,ML,1, 46, 218, 32, 45, 2617, 2366
100,531,distance,1, 46, 217, 32, 45, 2641, 2358
100,531,conflict,1, 50, 226, 33, 49, 2772, 2372
100,531,neighbour,1, 126, 573, 34, 122, 3735, 3092
100,532,ML,1, 47, 211, 32, 46, 2786, 2333
100,532,distance,1, 46, 210, 32, 45, 2690, 2354
100,532,conflict,1, 48, 218, 32, 47, 2800, 2372
100,532,neighbour,1, 78, 350, 33, 72, 2896, 2412
100,533,ML,1, 50, 226, 33, 49, 2851, 2489
100,533,distance,1, 50, 217, 32, 49, 2778, 2523
100,533,conflict,1, 50, 228, 32, 49, 2869, 2473
100,533,neighbour,1, 53, 235, 32, 51, 2901, 2537
100,534,ML,1, 47, 213, 33, 46, 2691, 2407
100,534,distance,1, 45, 198, 32, 44, 2682, 2404
100,534,conflict,1, 53, 232, 33, 52, 2868, 2477
100,534,neighbour,1, 113, 536, 34, 109, 3263, 2781
100,535,ML,1, 50, 214, 33, 49, 3196, 2755
100,535,distance,1, 50, 218, 33, 49, 3026, 2681
100,535,conflict,1, 65, 323, 56, 61, 3099, 2656
100,535,neighbour,1, 74, 328, 52, 72, 3294, 2849
100,536,ML,1, 53, 234, 32, 52, 2847, 2522
100,536,distance,1, 53, 244, 33, 52, 2857, 2532
100,536,conflict,1, 68, 311, 34, 66, 2957, 2563
100,536,neighbour,1, 69, 288, 33, 67, 3190, 2663
100,537,ML,1, 52, 239, 54, 51, 2884, 2541
100,537,distance,1, 48, 230, 50, 47, 2797, 2520
100,537,conflict,1, 51, 226, 32, 50, 2858, 2488
100,537,neighbour,1, 59, 271, 51, 56, 2977, 2601
100,538,ML,1, 51, 236, 32, 50, 2797, 2385
100,538,distance,1, 46, 207, 33, 45, 2692, 2360
100,538,conflict,1, 50, 222, 32, 49, 2819, 2425
100,538,neighbour,1, 60, 257, 33, 59, 2893, 2462
100,539,ML,1, 46, 209, 33, 45, 2554, 2270
100,539,distance,1, 46, 215, 32, 45, 2592, 2298
100,539,conflict,1, 62, 336, 33, 54, 2742, 2373
100,539,neighbour,1, 67, 299, 50, 66, 2851, 2399
100,540,ML,1, 55, 247, 32, 54, 3004, 2616
100,540,distance,1, 55, 258, 55, 54, 2886, 2626
100,540,conflict,1, 55, 238, 31, 54, 2910, 2598
100,540,neighbour,1, 57, 246, 33, 56, 2971, 2668
100,541,ML,1, 48, 212, 30, 47, 3037, 2710
100,541,distance,1, 47, 220, 33, 46, 3060, 2762
100,541,conflict,1, 57, 264, 32, 55, 3057, 2689
100,541,neighbour,1, 102, 432, 33, 100, 3502, 2993
100,542,ML,1, 71, 337, 54, 68, 2802, 2464
100,542,distance,1, 53, 242, 33, 52, 2639, 2337
100,542,conflict,1, 53, 240, 32, 52, 2670, 2299
100,542,neighbour,1, 101, 463, 33, 92, 3326, 2749
100,543,ML,1, 58, 271, 54, 56, 2930, 2590
100,543,distance,1, 55, 252, 32, 54, 2888, 2529
100,543,conflict,1, 55, 248, 32, 54, 2971, 2581
100,543,neighbour,1, 57, 247, 32, 56, 2943, 2560
100,544,ML,1, 49, 223, 32, 48, 2850, 2451
100,544,distance,1, 49, 224, 53, 48, 2883, 2522
100,544,conflict,1, 53, 234, 32, 52, 2874, 2488
100,544,neighbour,1, 72, 339, 32, 69, 3130, 2636
100,545,ML,1, 50, 229, 32, 49, 2706, 2407
100,545,distance,1, 53, 238, 33, 51, 2813, 2421
100,545,conflict,1, 54, 252, 32, 53, 2729, 2339
100,545,neighbour,1, 117, 565, 35, 107, 3636, 2914
100,546,ML,1, 56, 245, 56, 55, 2895, 2492
100,546,distance,1, 55, 243, 32, 54, 2865, 2465
100,546,conflict,1, 63, 282, 32, 62, 2876, 2523
100,546,neighbour,1, 67, 289, 33, 64, 2966, 2558
100,547,ML,1, 52, 243, 32, 51, 2887, 2466
100,547,distance,1, 52, 242, 32, 51, 2878, 2446
100,547,conflict,1, 54, 244, 33, 53, 3004, 2523
100,547,neighbour,1, 52, 229, 32, 51, 3036, 2565
100,548,ML,1, 65, 288, 32, 63, 2928, 2656
100,548,distance,1, 46, 198, 32, 45, 2908, 2590
100,548,conflict,1, 83, 412, 52, 79, 2928, 2625
100,548,neighbour,1, 108, 617, 34, 92, 3253, 2722
100,549,ML,1, 49, 223, 32, 48, 2853, 2551
100,549,distance,1, 49, 215, 32, 48, 2856, 2568
100,549,conflict,1, 68, 346, 32, 64, 2984, 2600
100,549,neighbour,1, 101, 515, 35, 96, 3346, 2983
100,550,ML,1, 48, 224, 57, 47, 2947, 2637
100,550,distance,1, 48, 222, 72, 47, 2892, 2587
100,550,conflict,1, 113, 516, 34, 106, 3624, 2911
100,550,neighbour,1, 46, 208, 32, 45, 3002, 2593
100,551,ML,1, 51, 239, 33, 50, 3133, 2728
100,551,distance,1, 52, 232, 32, 51, 3023, 2721
100,551,conflict,1, 162, 1309, 37, 87, 3419, 3035
100,551,neighbour,1, 138, 663, 34, 125, 4278, 3403
100,552,ML,1, 56, 252, 53, 55, 2935, 2563
100,552,distance,1, 56, 260, 32, 55, 2781, 2510
100,552,conflict,1, 59, 266, 33, 58, 2918, 2579
100,552,neighbour,1, 57, 256, 32, 56, 2869, 2563
100,553,ML,1, 51, 227, 33, 50, 3031, 2660
100,553,distance,1, 320, 4295, 46, 63, 3065, 2652
100,553,conflict,1, 59, 266, 33, 58, 3103, 2689
100,553,neighbour,1, 474, 5054, 46, 112, 3709, 3120
100,554,ML,1, 56, 263, 32, 55, 2893, 2504
100,554,distance,1, 49, 217, 32, 48, 2828, 2451
100,554,conflict,1, 54, 245, 56, 53, 2765, 2385
100,554,neighbour,1, 64, 328, 32, 59, 2763, 2368
100,555,ML,1, 50, 231, 32, 49, 2653, 2384
100,555,distance,1, 50, 233, 32, 49, 2687, 2394
100,555,conflict,1, 52, 237, 32, 51, 2600, 2368
100,555,neighbour,1, 57, 250, 32, 56, 2706, 2411
100,556,ML,1, 51, 233, 33, 50, 2802, 2506
100,556,distance,1, 51, 235, 32, 50, 2800, 2493
100,556,conflict,1, 62, 279, 32, 61, 2929, 2557
100,556,neighbour,1, 58, 268, 32, 54, 2968, 2556
100,557,ML,1, 46, 209, 33, 45, 2931, 2536
100,557,distance,1, 48, 215, 32, 47, 2817, 2570
100,557,conflict,1, 54, 251, 33, 53, 3021, 2587
100,557,neighbour,1, 57, 260, 33, 54, 3100, 2624
100,558,ML,1, 47, 219, 32, 46, 2770, 2462
100,558,distance,1, 45, 195, 32, 44, 2815, 2483
100,558,conflict,1, 52, 231, 32, 51, 2799, 2506
100,558,neighbour,1, 66, 317, 34, 61, 2975, 2599
100,559,ML,1, 50, 218, 33, 49, 2904, 2543
100,559,distance,1, 53, 238, 32, 52, 2996, 2582
100,559,conflict,1, 57, 261, 54, 56, 2933, 2554
100,559,neighbour,1, 112, 474, 35, 106, 3576, 2914
100,560,ML,1, 49, 227, 32, 48, 3002, 2622
100,560,distance,1, 44, 205, 31, 43, 2919, 2641
100,560,conflict,1, 48, 220, 52, 47, 3058, 2635
100,560,neighbour,1, 70, 315, 32, 68, 3161, 2763
100,561,ML,1, 53, 242, 32, 52, 2693, 2354
100,561,distance,1, 53, 247, 32, 52, 2631, 2329
100,561,conflict,1, 53, 235, 32, 52, 2655, 2307
100,561,neighbour,1, 54, 243, 53, 53, 2792, 2398
100,562,ML,1, 54, 243, 32, 53, 2873, 2619
100,562,distance,1, 51, 236, 33, 50, 2824, 2573
100,562,conflict,1, 80, 404, 33, 73, 3096, 2772
100,562,neighbour,1, 102, 509, 35, 93, 3523, 3064
100,563,ML,1, 54, 244, 32, 53, 2868, 2544
100,563,distance,1, 50, 217, 32, 49, 2929, 2570
100,563,conflict,1, 54, 249, 54, 53, 2967, 2561
100,563,neighbour,1, 55, 246, 33, 54, 3080, 2545
100,564,ML,1, 49, 225, 33, 48, 2813, 2429
100,564,distance,1, 48, 212, 32, 47, 2874, 2395
100,564,conflict,1, 51, 241, 32, 50, 2916, 2406
100,564,neighbour,1, 63, 287, 33, 61, 2892, 2418
100,565,ML,1, 44, 202, 32, 43, 2739, 2484
100,565,distance,1, 48, 229, 32, 47, 2697, 2487
100,565,conflict,1, 62, 280, 33, 61, 2932, 2580
100,565,neighbour,1, 167, 782, 37, 153, 4413, 3404
100,566,ML,1, 66, 293, 33, 64, 2908, 2532
100,566,distance,1, 53, 242, 32, 52, 2824, 2452
100,566,conflict,1, 52, 224, 33, 51, 2745, 2416
100,566,neighbour,1, 92, 447, 33, 86, 3334, 2783
100,567,ML,1, 50, 225, 33, 49, 3013, 2608
100,567,distance,1, 50, 224, 32, 49, 2986, 2629
100,567,conflict,1, 54, 243, 32, 53, 3134, 2637
100,567,neighbour,1, 58, 246, 33, 57, 3108, 2654
100,568,ML,1, 53, 239, 33, 52, 2727, 2386
100,568,distance,1, 53, 242, 32, 52, 2754, 2382
100,568,conflict,1, 62, 287, 32, 60, 2921, 2387
100,568,neighbour,1, 85, 471, 34, 71, 3084, 2593
100,569,ML,1, 50, 227, 32, 49, 2668, 2438
100,569,distance,1, 50, 219, 32, 49, 2641, 2424
100,569,conflict,1, 61, 302, 32, 59, 2848, 2576
100,569,neighbour,1, 88, 401, 55, 85, 3041, 2766
100,570,ML,1, 53, 245, 30, 51, 2946, 2565
100,570,distance,1, 49, 223, 32, 48, 2825, 2449
100,570,conflict,1, 59, 274, 32, 58, 2997, 2495
100,570,neighbour,1, 129, 668, 34, 112, 3648, 2813
100,571,ML,1, 58, 272, 33, 57, 3108, 2755
100,571,distance,1, 58, 266, 32, 57, 3070, 2715
100,571,conflict,1, 77, 370, 33, 72, 3429, 2960
100,571,neighbour,1, 115, 475, 35, 111, 3935, 3105
100,572,ML,1, 46, 209, 32, 45, 2735, 2488
100,572,distance,1, 46, 210, 32, 45, 2750, 2521
100,572,conflict,1, 75, 364, 52, 70, 3151, 2651
100,572,neighbour,1, 61, 291, 32, 57, 2901, 2603
100,573,ML,1, 51, 220, 32, 50, 3101, 2848
100,573,distance,1, 51, 237, 32, 50, 3015, 2762
100,573,conflict,1, 55, 252, 32, 54, 3145, 2823
100,573,neighbour,1, 68, 318, 33, 66, 3241, 2877
100,574,ML,1, 51, 230, 32, 49, 2574, 2390
100,574,distance,1, 54, 241, 33, 53, 2602, 2395
100,574,conflict,1, 50, 218, 32, 49, 2633, 2389
100,574,neighbour,1, 49, 202, 33, 48, 2646, 2399
100,575,ML,1, 57, 255, 33, 56, 3228, 2807
100,575,distance,1, 55, 245, 52, 54, 3312, 2877
100,575,conflict,1, 59, 269, 32, 58, 3388, 2881
100,575,neighbour,1, 81, 374, 33, 78, 3861, 3076
100,576,ML,1, 52, 237, 32, 51, 2759, 2411
100,576,distance,1, 52, 226, 32, 51, 2788, 2506
100,576,conflict,1, 56, 251, 32, 55, 2910, 2536
100,576,neighbour,1, 53, 230, 33, 52, 2895, 2497
100,577,ML,1, 64, 300, 32, 63, 2656, 2406
100,577,distance,1, 61, 277, 32, 60, 2794, 2514
100,577,conflict,1, 65, 298, 33, 62, 2807, 2427
100,577,neighbour,1, 77, 344, 33, 74, 2863, 2497
100,578,ML,1, 61, 276, 32, 60, 2850, 2606
100,578,distance,1, 64, 291, 33, 63, 2984, 2652
100,578,conflict,1, 61, 260, 33, 60, 2752, 2524
100,578,neighbour,1, 94, 379, 33, 92, 3070, 2759
100,579,ML,1, 64, 294, 32, 63, 3044, 2552
100,579,distance,1, 56, 255, 32, 55, 2845, 2516
100,579,conflict,1, 59, 269, 34, 58, 3089, 2600
100,579,neighbour,1, 90, 440, 34, 76, 3273, 2800
100,580,ML,1, 53, 244, 32, 52, 2844, 2441
100,580,distance,1, 53, 246, 32, 52, 2819, 2414
100,580,conflict,1, 53, 247, 32, 52, 2864, 2380
100,580,neighbour,1, 51, 228, 32, 50, 2718, 2328
100,581,ML,1, 66, 303, 55, 63, 2922, 2566
100,581,distance,1, 47, 220, 32, 46, 2681, 2468
100,581,conflict,1, 54, 248, 33, 53, 2700, 2400
100,581,neighbour,1, 72, 324, 33, 70, 2944, 2567
100,582,ML,1, 47, 203, 32, 46, 2792, 2362
100,582,distance,1, 47, 218, 32, 46, 2807, 2405
100,582,conflict,1, 60, 328, 32, 54, 2897, 2426
100,582,neighbour,1, 74, 341, 34, 70, 3005, 2476
100,583,ML,1, 47, 217, 32, 46, 2987, 2670
100,583,distance,1, 47, 218, 32, 46, 2820, 2590
100,583,conflict,1, 51, 231, 33, 50, 3095, 2647
100,583,neighbour,1, 99, 445, 33, 98, 3641, 2953
100,584,ML,1, 47, 218, 32, 46, 3010, 2635
100,584,distance,1, 45, 207, 33, 44, 2836, 2556
100,584,conflict,1, 54, 277, 33, 51, 2994, 2612
100,584,neighbour,1, 69, 349, 33, 61, 2971, 2641
100,585,ML,1, 61, 284, 32, 60, 2995, 2612
100,585,distance,1, 61, 280, 33, 60, 3001, 2677
100,585,conflict,1, 93, 421, 35, 91, 3374, 2798
100,585,neighbour,1, 71, 314, 33, 69, 3280, 2731
100,586,ML,1, 65, 294, 33, 63, 3039, 2742
100,586,distance,1, 60, 273, 32, 59, 3059, 2723
100,586,conflict,1, 63, 293, 32, 60, 2990, 2668
100,586,neighbour,1, 118, 527, 34, 115, 3816, 3106
100,587,ML,1, 623, 9128, 57, 70, 3232, 2766
100,587,distance,1, 291, 3391, 44, 70, 3071, 2697
100,587,conflict,1, 243, 2857, 42, 69, 3339, 2761
100,587,neighbour,1, 259, 2751, 43, 83, 3450, 2879
100,588,ML,1, 53, 249, 49, 52, 2988, 2648
100,588,distance,1, 51, 237, 32, 50, 2875, 2534
100,588,conflict,1, 74, 319, 30, 72, 3198, 2720
100,588,neighbour,1, 75, 357, 33, 68, 3082, 2734
100,589,ML,1, 52, 238, 32, 51, 2975, 2583
100,589,distance,1, 51, 236, 33, 50, 2941, 2586
100,589,conflict,1, 68, 350, 33, 63, 3250, 2765
100,589,neighbour,1, 105, 488, 35, 99, 3572, 2938
100,590,ML,1, 47, 212, 33, 46, 2789, 2486
100,590,distance,1, 47, 204, 32, 46, 2844, 2495
100,590,conflict,1, 50, 236, 32, 49, 2911, 2478
100,590,neighbour,1, 51, 219, 51, 50, 2944, 2482
100,591,ML,1, 58, 269, 32, 57, 3107, 2794
100,591,distance,1, 58, 265, 33, 57, 3139, 2790
100,591,conflict,1, 114, 526, 59, 103, 3574, 3072
100,591,neighbour,1, 66, 309, 53, 64, 3114, 2784
100,592,ML,1, 49, 220, 32, 48, 2904, 2622
100,592,distance,1, 49, 225, 32, 48, 2954, 2643
100,592,conflict,1, 81, 523, 33, 61, 3131, 2716
100,592,neighbour,1, 103, 482, 34, 97, 3720, 3126
100,593,ML,1, 55, 248, 50, 54, 2935, 2632
100,593,distance,1, 55, 248, 32, 54, 2788, 2561
100,593,conflict,1, 57, 257, 32, 56, 2837, 2588
100,593,neighbour,1, 84, 381, 33, 82, 3035, 2698
100,594,ML,1, 54, 243, 32, 53, 3096, 2745
100,594,distance,1, 54, 252, 33, 53, 3083, 2778
100,594,conflict,1, 57, 259, 32, 56, 3166, 2792
100,594,neighbour,1, 105, 490, 33, 100, 3558, 3009
100,595,ML,1, 43, 195, 32, 42, 2722, 2495
100,595,distance,1, 43, 185, 31, 42, 2698, 2497
100,595,conflict,1, 61, 307, 33, 54, 3039, 2645
100,595,neighbour,1, 88, 455, 33, 79, 3167, 2724
100,596,ML,1, 51, 229, 32, 50, 2930, 2611
100,596,distance,1, 51, 238, 32, 50, 2908, 2630
100,596,conflict,1, 64, 297, 32, 63, 2946, 2646
100,596,neighbour,1, 86, 409, 53, 82, 3141, 2719
100,597,ML,1, 56, 254, 33, 55, 3227, 2814
100,597,distance,1, 55, 256, 33, 54, 3119, 2793
100,597,conflict,1, 60, 268, 33, 58, 3139, 2743
100,597,neighbour,1, 55, 243, 32, 54, 3175, 2812
100,598,ML,1, 55, 248, 53, 54, 2886, 2516
100,598,distance,1, 55, 255, 32, 54, 2911, 2581
100,598,conflict,1, 78, 430, 34, 68, 3033, 2675
100,598,neighbour,1, 63, 308, 33, 60, 3153, 2705
100,599,ML,1, 47, 213, 54, 46, 2866, 2574
100,599,distance,1, 49, 229, 50, 48, 2815, 2561
100,599,conflict,1, 117, 872, 35, 57, 2868, 2630
100,599,neighbour,1, 56, 259, 54, 54, 2970, 2665
100,600,ML,1, 43, 204, 32, 42, 2654, 2341
100,600,distance,1, 43, 199, 32, 42, 2641, 2330
100,600,conflict,1, 44, 200, 55, 43, 2683, 2316
100,600,neighbour,1, 58, 283, 54, 54, 2785, 2416
100,601,ML,1, 62, 269, 32, 60, 3158, 2734
100,601,distance,1, 52, 236, 32, 51, 3026, 2662
100,601,conflict,1, 52, 235, 32, 51, 3140, 2699
100,601,neighbour,1, 100, 460, 34, 95, 3672, 3117
100,602,ML,1, 64, 330, 32, 55, 2789, 2509
100,602,distance,1, 44, 202, 32, 43, 2796, 2502
100,602,conflict,1, 53, 245, 32, 52, 2690, 2415
100,602,neighbour,1, 77, 365, 33, 72, 3104, 2635
100,603,ML,1, 49, 229, 32, 48, 2962, 2619
100,603,distance,1, 49, 228, 32, 48, 2923, 2582
100,603,conflict,1, 55, 264, 53, 54, 3027, 2607
100,603,neighbour,1, 146, 895, 34, 105, 3723, 2986
100,604,ML,1, 52, 229, 32, 51, 2555, 2336
100,604,distance,1, 52, 240, 33, 51, 2607, 2301
100,604,conflict,1, 53, 248, 32, 52, 2835, 2458
100,604,neighbour,1, 79, 376, 33, 74, 2693, 2431
100,605,ML,1, 53, 249, 32, 52, 3073, 2690
100,605,distance,1, 49, 220, 32, 48, 2936, 2644
100,605,conflict,1, 56, 253, 32, 55, 3083, 2683
100,605,neighbour,1, 68, 298, 34, 66, 3206, 2866
100,606,ML,1, 56, 239, 32, 55, 3158, 2817
100,606,distance,1, 51, 225, 32, 50, 3172, 2776
100,606,conflict,1, 53, 238, 32, 52, 3181, 2787
100,606,neighbour,1, 107, 494, 35, 102, 3533, 3083
100,607,ML,1, 48, 219, 32, 47, 2590, 2299
100,607,distance,1, 52, 230, 32, 51, 2593, 2250
100,607,conflict,1, 53, 245, 32, 51, 2683, 2322
100,607,neighbour,1, 67, 296, 33, 65, 2941, 2469
100,608,ML,1, 373, 4971, 45, 63, 3014, 2477
100,608,distance,1, 400, 5410, 48, 69, 2881, 2534
100,608,conflict,1, 15349, 328422, 833, 68, 2958, 2522
100,608,neighbour,1, 1176, 15160, 108, 98, 3394, 2894
100,609,ML,1, 44, 195, 50, 43, 2750, 2463
100,609,distance,1, 45, 202, 32, 44, 2894, 2542
100,609,conflict,1, 70, 382, 34, 57, 2884, 2558
100,609,neighbour,1, 93, 421, 33, 87, 3217, 2767
100,610,ML,1, 73, 388, 33, 66, 3096, 2715
100,610,distance,1, 57, 268, 32, 56, 3051, 2638
100,610,conflict,1, 93, 484, 33, 81, 3383, 2940
100,610,neighbour,1, 99, 479, 35, 95, 3626, 2929
100,611,ML,1, 53, 238, 32, 52, 2694, 2382
100,611,distance,1, 53, 240, 33, 52, 2691, 2414
100,611,conflict,1, 63, 297, 32, 62, 2717, 2419
100,611,neighbour,1, 74, 358, 32, 72, 3228, 2732
100,612,ML,1, 53, 242, 53, 52, 3083, 2639
100,612,distance,1, 52, 238, 55, 51, 2960, 2633
100,612,conflict,1, 61, 277, 33, 60, 3099, 2646
100,612,neighbour,1, 54, 231, 32, 53, 3145, 2664
100,613,ML,1, 59, 270, 32, 58, 3076, 2644
100,613,distance,1, 56, 255, 32, 55, 3006, 2661
100,613,conflict,1, 65, 301, 34, 64, 3080, 2646
100,613,neighbour,1, 76, 344, 33, 74, 3091, 2707
100,614,ML,1, 62, 278, 54, 61, 3065, 2644
100,614,distance,1, 60, 275, 32, 59, 3169, 2713
100,614,conflict,1, 63, 314, 33, 61, 3242, 2756
100,614,neighbour,1, 60, 264, 32, 59, 3090, 2632
100,615,ML,1, 53, 244, 53, 52, 2747, 2480
100,615,distance,1, 53, 242, 32, 52, 2633, 2394
100,615,conflict,1, 53, 247, 32, 52, 2806, 2462
100,615,neighbour,1, 72, 313, 32, 69, 3006, 2623
100,616,ML,1, 51, 238, 32, 50, 3068, 2575
100,616,distance,1, 48, 225, 32, 47, 3032, 2596
100,616,conflict,1, 50, 229, 33, 49, 3124, 2620
100,616,neighbour,1, 51, 227, 32, 50, 2985, 2580
100,617,ML,1, 50, 233, 33, 49, 2806, 2583
100,617,distance,1, 50, 230, 33, 49, 2877, 2569
100,617,conflict,1, 50, 224, 32, 49, 2850, 2634
100,617,neighbour,1, 50, 223, 56, 49, 2849, 2570
100,618,ML,1, 51, 235, 32, 50, 2973, 2641
100,618,distance,1, 52, 239, 33, 51, 3015, 2647
100,618,conflict,1, 62, 303, 33, 58, 3260, 2820
100,618,neighbour,1, 79, 368, 33, 75, 3129, 2691
100,619,ML,1, 52, 237, 33, 51, 2699, 2403
100,619,distance,1, 52, 238, 32, 51, 2674, 2335
100,619,conflict,1, 52, 228, 53, 51, 2708, 2348
100,619,neighbour,1, 101, 502, 35, 98, 3647, 2772
100,620,ML,1, 54, 243, 32, 53, 2871, 2543
100,620,distance,1, 54, 250, 33, 53, 2830, 2509
100,620,conflict,1, 59, 270, 32, 58, 3077, 2580
100,620,neighbour,1, 60, 270, 53, 59, 3009, 2609
100,621,ML,1, 77, 362, 55, 71, 3013, 2679
100,621,distance,1, 54, 240, 50, 53, 2699, 2535
100,621,conflict,1, 58, 262, 32, 57, 2704, 2449
100,621,neighbour,1, 58, 243, 33, 57, 2738, 2553
100,622,ML,1, 64, 305, 33, 59, 2961, 2664
100,622,distance,1, 47, 215, 32, 46, 2923, 2603
100,622,conflict,1, 47, 222, 33, 46, 2971, 2625
100,622,neighbour,1, 60, 276, 33, 59, 3227, 2762
100,623,ML,1, 56, 256, 32, 55, 3132, 2783
100,623,distance,1, 55, 246, 32, 54, 3158, 2864
100,623,conflict,1, 58, 256, 54, 57, 3211, 2816
100,623,neighbour,1, 103, 476, 31, 100, 3668, 3101
100,624,ML,1, 63, 287, 55, 61, 2902, 2621
100,624,distance,1, 55, 252, 33, 54, 3025, 2638
100,624,conflict,1, 60, 275, 33, 59, 3188, 2661
100,624,neighbour,1, 106, 543, 35, 96, 3538, 2946
100,625,ML,1, 54, 247, 33, 53, 2813, 2483
100,625,distance,1, 54, 246, 33, 53, 2770, 2465
100,625,conflict,1, 56, 254, 33, 55, 2722, 2392
100,625,neighbour,1, 107, 478, 35, 103, 3361, 2760
100,626,ML,1, 52, 233, 32, 51, 2964, 2640
100,626,distance,1, 52, 235, 32, 51, 2941, 2608
100,626,conflict,1, 52, 232, 32, 51, 2990, 2647
100,626,neighbour,1, 94, 529, 35, 81, 3126, 2780
100,627,ML,1, 56, 250, 32, 55, 2911, 2579
100,627,distance,1, 68, 392, 33, 58, 2950, 2592
100,627,conflict,1, 117, 609, 34, 109, 3464, 2844
100,627,neighbour,1, 144, 674, 55, 131, 4345, 3389
100,628,ML,1, 52, 240, 32, 51, 3174, 2651
100,628,distance,1, 50, 232, 33, 49, 2951, 2541
100,628,conflict,1, 105, 768, 35, 70, 3276, 2696
100,628,neighbour,1, 85, 375, 33, 83, 3406, 2767
100,629,ML,1, 55, 247, 32, 54, 2855, 2464
100,629,distance,1, 55, 257, 32, 54, 2733, 2417
100,629,conflict,1, 58, 264, 33, 57, 2853, 2420
100,629,neighbour,1, 62, 284, 33, 61, 3000, 2476
100,630,ML,1, 56, 241, 32, 55, 2941, 2534
100,630,distance,1, 56, 250, 32, 55, 2916, 2583
100,630,conflict,1, 62, 260, 33, 61, 2964, 2538
100,630,neighbour,1, 121, 605, 35, 113, 3420, 2925
100,631,ML,1, 49, 221, 58, 48, 2774, 2462
100,631,distance,1, 52, 241, 32, 51, 2761, 2568
100,631,conflict,1, 52, 240, 32, 51, 2841, 2467
100,631,neighbour,1, 56, 284, 32, 53, 2909, 2540
100,632,ML,1, 51, 229, 33, 50, 2940, 2711
100,632,distance,1, 49, 229, 32, 48, 2916, 2709
100,632,conflict,1, 90, 463, 33, 82, 3325, 2863
100,632,neighbour,1, 67, 360, 34, 59, 3197, 2791
100,633,ML,1, 50, 228, 33, 49, 2877, 2565
100,633,distance,1, 48, 223, 32, 47, 2851, 2560
100,633,conflict,1, 52, 226, 32, 51, 2946, 2586
100,633,neighbour,1, 55, 246, 32, 53, 2911, 2574
100,634,ML,1, 50, 224, 33, 49, 2781, 2496
100,634,distance,1, 51, 228, 32, 50, 2610, 2382
100,634,conflict,1, 54, 242, 57, 53, 2719, 2430
100,634,neighbour,1, 55, 253, 33, 53, 2732, 2418
100,635,ML,1, 49, 227, 33, 48, 2604, 2365
100,635,distance,1, 45, 206, 31, 44, 2527, 2313
100,635,conflict,1, 48, 218, 53, 47, 2534, 2276
100,635,neighbour,1, 67, 320, 33, 63, 2773, 2482
100,636,ML,1, 523, 7968, 54, 65, 3127, 2670
100,636,distance,1, 302, 3916, 44, 91, 3179, 2709
100,636,conflict,1, 987, 15218, 75, 66, 3226, 2671
